,Date,Open,High,Low,Close,Adj_Close,Volume
1206,2004-10-28,29.34,29.34,28.42,28.61,15.4688,199785
1207,2004-10-29,28.79,31.6,28.43,30.56,16.5231,2224205
1208,2004-11-01,30.8,30.98,29.02,30.75,16.6258,808980
1209,2004-11-02,30.4,30.86,30.03,30.2,16.3284,254365
1210,2004-11-03,30.4,30.96,30.0,30.76,16.6312,643680
1211,2004-11-04,30.98,31.08,30.0,30.21,16.3338,496680
1212,2004-11-05,33.0,33.0,30.05,30.45,16.4636,967235
1213,2004-11-08,31.06,31.8,30.62,31.6,17.0854,1116215
1214,2004-11-09,31.8,31.8,31.1,31.7,17.1394,800085
1215,2004-11-10,32.0,32.0,31.6,31.66,17.1178,539725
1216,2004-11-11,32.0,32.0,30.72,30.84,16.6745,361130
1217,2004-11-12,31.16,31.16,30.6,30.7,16.5988,96165
1218,2004-11-16,31.06,31.19,30.73,30.81,16.6582,1277515
1219,2004-11-17,31.26,32.22,30.91,31.86,17.226,1015390
1220,2004-11-18,32.78,32.78,31.42,31.84,17.2151,1073810
1221,2004-11-19,32.2,32.2,30.8,31.0,16.761,684440
1222,2004-11-22,30.62,30.9,30.2,30.3,16.3825,373225
1223,2004-11-23,30.78,31.98,30.61,31.67,17.1232,699930
1224,2004-11-24,32.17,32.4,31.02,31.37,16.961,772605
1225,2004-11-25,31.76,33.0,31.6,32.73,17.6963,1479560
1226,2004-11-29,33.2,34.68,33.2,34.24,18.5128,2004555
1227,2004-11-30,34.5,34.76,32.8,33.24,17.9721,1712660
1228,2004-12-01,33.56,35.74,33.2,35.41,19.1454,2324280
1229,2004-12-02,35.79,38.98,35.61,37.97,20.5295,5766730
1230,2004-12-03,37.43,38.74,35.02,35.54,19.2156,2025855
1231,2004-12-06,37.0,41.88,37.0,37.72,20.3943,5104055
1232,2004-12-07,38.02,38.29,36.84,37.02,20.0159,1675435
1233,2004-12-08,38.97,38.97,35.13,36.37,19.6644,3596035
1234,2004-12-09,36.58,36.74,35.51,35.75,19.3292,1512625
1235,2004-12-10,35.92,36.99,35.8,36.13,19.5346,1411595
1236,2004-12-13,36.4,36.4,35.24,35.33,19.1021,783545
1237,2004-12-14,36.0,36.0,34.71,35.58,19.2373,2680800
1238,2004-12-15,35.89,36.35,34.8,35.03,18.9399,2249435
1239,2004-12-16,34.4,35.96,30.0,35.49,19.1886,3493760
1240,2004-12-17,35.49,35.49,33.6,33.8,18.2749,3610210
1241,2004-12-20,33.8,35.39,33.8,34.01,18.3884,3311645
1242,2004-12-21,34.57,34.99,34.3,34.86,18.848,1624245
1243,2004-12-22,35.6,35.6,34.42,34.91,18.875,1713885
1244,2004-12-23,35.4,38.0,35.4,37.76,20.4159,8349650
1245,2004-12-24,37.98,38.52,36.22,36.68,19.832,2763225
1246,2004-12-27,36.8,37.22,32.31,37.1,20.0591,1350515
1247,2004-12-28,37.3,37.7,36.5,37.05,20.0321,1033545
1248,2004-12-29,37.09,37.37,36.22,36.4,19.6806,894270
1249,2004-12-30,37.0,37.58,36.41,36.56,19.7671,1201520
1250,2004-12-31,37.0,37.4,36.6,37.04,20.0267,867525
1251,2005-01-03,37.0,38.2,37.0,38.04,20.5673,1421010
1252,2005-01-04,38.22,38.4,37.4,37.94,20.5133,1115825
1253,2005-01-05,37.99,37.99,35.51,36.85,19.9239,1163085
1254,2005-01-06,36.82,38.0,35.4,37.03,20.0213,1192610
1255,2005-01-07,36.13,38.38,36.13,38.02,20.5565,1530260
1256,2005-01-10,38.34,39.0,37.9,38.42,20.7728,1267765
1257,2005-01-11,38.1,38.58,36.8,37.59,20.324,840515
1258,2005-01-12,37.22,37.64,35.62,36.27,19.6103,813470
1259,2005-01-13,36.0,36.64,34.0,35.13,18.994,2944635
1260,2005-01-14,35.34,38.4,35.3,37.79,20.4322,3135360
1261,2005-01-17,38.6,40.2,37.23,39.35,21.2756,4946040
1262,2005-01-18,40.3,41.6,39.22,39.71,21.4703,5393870
1263,2005-01-19,39.96,40.4,38.7,39.13,21.1567,1284450
1264,2005-01-20,39.34,39.34,37.62,38.21,20.6593,1227895
1265,2005-01-24,38.66,41.93,37.8,40.88,22.1029,3109595
1266,2005-01-25,41.0,41.0,39.4,39.74,21.4865,1605020
1267,2005-01-27,40.1,41.6,39.81,41.3,22.3299,1910595
1268,2005-01-28,41.7,41.7,40.65,41.03,22.184,873020
1269,2005-01-31,41.48,42.0,40.81,41.21,22.2813,1530985
1270,2005-02-01,41.8,41.8,39.52,40.89,22.1083,2379935
1271,2005-02-02,41.0,43.78,40.4,43.05,23.2761,3165625
1272,2005-02-03,43.4,45.27,42.8,44.92,24.2872,3884995
1273,2005-02-04,45.18,48.0,44.2,45.0,24.3304,2528320
1274,2005-02-07,45.0,45.89,44.05,44.67,24.152,830040
1275,2005-02-08,41.11,46.56,41.11,45.92,24.8279,2233545
1276,2005-02-09,46.5,46.8,45.4,46.21,24.9847,1239290
1277,2005-02-10,45.8,46.5,44.6,45.04,24.3521,485370
1278,2005-02-11,45.04,46.39,44.42,46.13,24.9414,642145
1279,2005-02-14,46.4,47.3,45.61,46.27,25.0171,1174155
1280,2005-02-15,46.0,46.4,45.4,46.19,24.9738,438620
1281,2005-02-16,46.0,47.0,45.4,46.38,25.0766,1328660
1282,2005-02-17,46.38,46.38,43.6,44.1,23.8438,1035375
1283,2005-02-18,44.8,45.4,43.8,44.01,23.7952,926520
1284,2005-02-21,46.4,47.17,44.12,45.91,24.8225,1647380
1285,2005-02-22,46.2,46.6,45.2,46.28,25.0225,1550545
1286,2005-02-23,46.0,46.6,45.0,45.6,24.6549,830910
1287,2005-02-24,45.6,46.3,44.45,45.73,24.7251,1300075
1288,2005-02-25,46.26,47.0,45.02,45.24,24.4602,1062885
1289,2005-02-28,45.74,51.3,45.74,48.42,26.1796,4790575
1290,2005-03-01,47.8,47.8,44.6,45.92,24.8279,2324410
1291,2005-03-02,46.01,46.84,45.43,45.69,24.7035,1196570
1292,2005-03-03,46.96,46.97,45.4,45.62,24.6657,1082705
1293,2005-03-04,46.14,46.49,45.81,46.31,25.0387,1028510
1294,2005-03-07,48.4,48.4,47.0,47.33,25.5902,1707605
1295,2005-03-08,47.8,49.57,47.53,49.18,26.5905,1594815
1296,2005-03-09,47.0,51.0,47.0,50.26,27.1744,3267225
1297,2005-03-10,51.19,52.8,49.8,51.48,27.834,3611995
1298,2005-03-11,51.99,52.6,50.93,52.21,28.2287,2708980
1299,2005-03-14,52.0,53.95,51.91,52.07,28.153,2175070
1300,2005-03-15,52.57,53.44,50.0,51.33,27.7529,2306335
1301,2005-03-16,51.98,53.4,48.41,48.96,26.4715,4119850
1302,2005-03-17,49.98,50.68,48.3,48.64,26.2985,1530685
1303,2005-03-18,48.76,49.11,47.6,48.34,26.1363,1406580
1304,2005-03-21,48.97,49.14,48.0,48.05,25.9795,504030
1305,2005-03-22,48.58,48.58,46.57,46.88,25.3469,728745
1306,2005-03-23,46.4,47.52,46.4,47.36,25.6064,2864225
1307,2005-03-24,47.6,47.6,45.81,46.59,25.1901,600425
1308,2005-03-28,46.9,47.48,46.21,46.36,25.0658,522475
1309,2005-03-29,46.6,46.62,45.01,45.35,24.5197,688995
1310,2005-03-30,45.7,47.04,44.61,46.03,24.8873,3205320
1311,2005-03-31,46.6,48.35,46.05,47.52,25.693,381240
1312,2005-04-01,47.4,47.96,47.0,47.63,25.7524,260045
1313,2005-04-04,47.63,48.14,47.2,47.44,25.6497,237750
1314,2005-04-05,47.86,48.8,46.61,47.22,25.5308,482330
1315,2005-04-06,47.76,47.78,46.74,47.06,25.4442,391140
1316,2005-04-07,47.4,47.99,46.5,46.86,25.3361,444470
1317,2005-04-08,47.56,47.56,45.8,45.91,24.8225,303400
1318,2005-04-11,46.28,46.28,45.2,45.6,24.6549,454780
1319,2005-04-12,46.14,46.14,44.82,45.47,24.5846,162440
1320,2005-04-13,45.92,45.92,45.1,45.3,24.4927,168810
1321,2005-04-15,45.0,45.6,44.59,45.28,24.4818,278600
1322,2005-04-18,44.8,45.2,43.2,44.63,24.1304,315215
1323,2005-04-19,45.2,46.8,45.2,46.31,25.0387,776725
1324,2005-04-20,46.4,46.99,45.3,45.8,24.763,656505
1325,2005-04-21,46.21,47.9,45.8,47.36,25.6064,2249250
1326,2005-04-22,48.0,48.84,47.22,47.74,25.8119,1709870
1327,2005-04-25,47.98,49.99,47.41,49.24,26.6229,1197390
1328,2005-04-26,49.87,49.87,48.0,48.22,26.0714,649065
1329,2005-04-27,48.0,48.98,47.01,48.05,25.9795,412015
1330,2005-04-28,47.4,48.51,46.1,47.22,25.5308,2859300
1331,2005-04-29,45.1,47.02,45.1,46.02,24.8819,2762985
1332,2005-05-02,46.57,47.0,45.86,46.91,25.3631,1045745
1333,2005-05-03,46.8,46.8,46.0,46.18,24.9684,745630
1334,2005-05-04,46.0,46.57,45.6,46.19,24.9738,447725
1335,2005-05-05,47.2,52.6,47.2,48.53,26.239,2585965
1336,2005-05-06,48.73,49.19,47.56,47.95,25.9254,3000720
1337,2005-05-09,48.3,48.45,47.2,48.0,25.9525,1056070
1338,2005-05-10,47.98,48.19,47.1,47.55,25.7092,649735
1339,2005-05-11,47.58,47.58,46.08,46.4,25.0874,948705
1340,2005-05-12,46.56,47.8,46.0,46.69,25.2442,4594225
1341,2005-05-13,47.0,47.68,46.2,46.47,25.1252,1377725
1342,2005-05-16,46.48,46.48,45.23,45.52,24.6116,885465
1343,2005-05-17,46.4,46.4,43.79,44.29,23.9466,3437500
1344,2005-05-18,44.4,44.78,43.66,44.34,23.9736,843195
1345,2005-05-19,44.74,45.28,43.7,44.01,23.7952,1464990
1346,2005-05-20,43.96,44.39,43.26,44.03,25.4235,1222320
1347,2005-05-23,44.8,45.15,44.0,45.01,25.9893,1978210
1348,2005-05-24,45.14,45.36,44.1,44.83,25.8854,1905190
1349,2005-05-25,44.6,45.2,44.22,45.01,25.9893,1314570
1350,2005-05-26,45.01,45.16,43.6,44.13,25.4812,516750
1351,2005-05-27,44.4,45.3,43.93,44.95,25.9547,1103825
1352,2005-05-30,45.18,45.6,44.1,44.33,25.5967,681940
1353,2005-05-31,44.9,48.3,44.33,47.95,27.6869,5410810
1354,2005-06-01,48.0,48.0,47.02,47.74,27.5657,1406785
1355,2005-06-02,47.4,47.4,45.6,45.62,26.3416,1905010
1356,2005-06-03,46.4,47.05,45.22,46.49,26.8439,1357690
1357,2005-06-06,46.6,46.8,45.41,45.54,26.2954,1054425
1358,2005-06-07,45.98,46.8,45.84,46.41,26.7977,1124135
1359,2005-06-08,46.8,48.4,46.49,47.14,27.2192,2118755
1360,2005-06-09,47.39,47.48,45.8,46.42,26.8035,999980
1361,2005-06-10,46.56,47.0,45.92,46.29,26.7284,1726470
1362,2005-06-13,45.62,46.56,45.62,46.0,26.561,669885
1363,2005-06-14,46.27,47.36,45.82,45.99,26.5552,1327940
1364,2005-06-15,46.38,46.6,45.78,46.41,26.7977,1683500
1365,2005-06-16,46.98,47.2,45.76,46.07,26.6014,1894645
1366,2005-06-17,46.35,47.27,46.19,47.05,27.1673,2365160
1367,2005-06-20,47.48,47.56,46.8,47.05,27.1673,1351500
1368,2005-06-21,47.0,47.18,46.45,46.83,27.0402,986850
1369,2005-06-22,47.1,48.4,46.84,48.23,27.8486,4266520
1370,2005-06-23,48.6,49.58,47.8,48.05,27.7447,2147160
1371,2005-06-24,48.5,48.8,47.92,48.1,27.7736,1464350
1372,2005-06-27,48.2,48.98,47.73,48.68,28.1084,1171935
1373,2005-06-28,48.68,48.89,47.1,47.49,27.4213,1093235
1374,2005-06-29,47.4,48.9,46.8,48.66,28.0969,2644860
1375,2005-06-30,48.8,50.0,47.6,49.35,28.4953,4327080
1376,2005-07-01,48.98,50.37,48.0,49.79,28.7494,1237455
1377,2005-07-04,49.05,50.2,46.0,48.77,28.1604,562245
1378,2005-07-05,48.77,50.99,48.43,48.88,28.2239,2200430
1379,2005-07-06,49.38,51.3,48.92,50.77,29.3152,1596665
1380,2005-07-07,52.0,52.0,49.23,49.96,28.8475,910035
1381,2005-07-08,50.3,53.05,50.3,52.62,30.3835,2059800
1382,2005-07-11,53.01,54.2,53.01,53.57,30.932,1937230
1383,2005-07-12,50.01,54.16,50.01,53.59,30.9435,1236650
1384,2005-07-13,54.0,54.69,53.07,53.32,30.7876,779965
1385,2005-07-14,53.6,54.38,51.93,52.24,30.164,1685395
1386,2005-07-15,52.2,52.22,49.81,50.35,29.0727,2322085
1387,2005-07-18,50.6,52.16,50.41,50.6,29.2171,1232245
1388,2005-07-19,52.3,52.3,50.4,50.57,29.1998,935450
1389,2005-07-20,50.6,51.3,49.22,49.52,28.5935,2259040
1390,2005-07-21,49.99,50.18,49.6,49.95,28.8418,1511290
1391,2005-07-22,49.6,50.25,49.4,49.95,28.8418,1539175
1392,2005-07-25,50.0,51.3,49.6,50.91,29.3961,1772655
1393,2005-07-26,51.4,54.0,51.2,53.56,30.9262,5934065
