,Date,Open,High,Low,Close,Adj_Close,Volume,SlowD,SlowK,WILLR,MACD,MACD_Signal,MACD_Hist,RSI,ADX,CCI,Chaikin A/D,OBV,Axis Bank,isPartial,SMA3_GoogleTrends,EMA3_GoogleTrends,SMA5_GoogleTrends,EMA5_GoogleTrends
270,2008-04-07,143.58,152.39,139.0,150.23,95.3241,5362655,24.1957,27.8623,-61.2759,-10.8567,-10.7808,-0.0759,33.3601,43.5388,-74.8148,-47930138.1725,563806440.0000,79.0,False,64.0,63.98047811064464,74.4,78.91236337131825
271,2008-04-08,150.2,155.36,148.81,151.75,96.2885,5254960,31.0898,43.7301,-56.0345,-10.4665,-10.7180,0.2515,40.8442,43.7504,-13.7264,-48467667.3835,569061400.0000,57.0,False,58.666666666666664,55.148142837860846,65.80000000000001,68.01875746958677
272,2008-04-09,152.0,163.28,148.23,159.54,101.2314,5289170,47.3958,70.5949,-17.8400,-9.8978,-10.5539,0.6561,42.7854,41.3232,65.7957,-45807271.2828,574350570.0000,65.0,False,67.0,69.63315838903117,62.800000000000004,62.90501921117816
273,2008-04-10,160.46,164.45,154.02,155.59,98.7251,6053590,63.4102,75.9057,-34.8134,-8.6647,-10.1761,1.5114,51.1560,38.7964,86.1428,-50038407.9271,568296980.0000,52.0,False,58.0,58.52594846961875,58.6,57.64272288739875
274,2008-04-11,158.0,159.0,151.12,151.99,96.4408,5140465,71.1473,66.9414,-48.9587,-7.7960,-9.7001,1.9041,48.8471,37.1363,40.0948,-54043783.3035,563156515.0000,49.0,False,55.33333333333333,58.02527391404596,60.400000000000006,63.680161120761184
275,2008-04-15,151.0,156.6,148.23,154.68,98.1477,8752550,64.9483,51.9979,-38.3890,-7.5850,-9.2771,1.6921,42.7470,36.2251,34.6197,-49306762.5043,571909065.0000,45.0,False,40.0,37.8013631448395,41.0,41.329699422279646
276,2008-04-16,156.6,158.8,154.43,157.15,99.7149,2959865,55.8465,48.6003,-28.6837,-6.8865,-8.7989,1.9124,48.4674,34.6421,84.3782,-48582042.9108,574868930.0000,60.0,False,49.33333333333333,46.781895066276405,43.2,40.40569706583786
277,2008-04-17,159.76,170.6,159.76,164.88,104.6198,11679770,52.3316,56.3965,-18.1013,-6.0087,-8.2409,2.2322,51.5053,32.2936,167.0552,-49228514.2919,586548700.0000,41.0,False,48.666666666666664,48.86264339287408,44.2,42.22728062951945
278,2008-04-21,166.4,178.0,163.01,176.31,111.8723,16970085,59.8597,74.5823,-4.3333,-4.7228,-7.5373,2.8145,57.3725,31.5518,187.8614,-36084909.3484,603518785.0000,53.0,False,44.0,43.31071954824045,42.400000000000006,41.65435496309498
279,2008-04-22,176.8,184.8,175.26,181.8,115.3559,9708480,72.6096,86.8499,-6.5502,-2.8319,-6.5962,3.7643,64.7866,31.9073,178.2881,-32482386.4923,613227265.0000,53.0,False,46.33333333333333,42.87039217888692,44.800000000000004,43.20881708916661
280,2008-04-23,183.0,183.98,174.02,179.44,113.8584,5077185,83.6408,89.4902,-14.6568,-0.8235,-5.4417,4.6181,68.4244,31.8644,118.3214,-32033797.4664,608150080.0000,37.0,False,47.66666666666666,50.018820428386434,44.4,44.176126669176824
281,2008-04-24,181.04,182.0,176.0,179.71,114.0297,5738825,86.9823,84.6067,-13.9185,0.6030,-4.2327,4.8357,66.0284,31.8259,92.6510,-30675595.4925,613888905.0000,46.0,False,45.33333333333333,46.78059976592309,44.400000000000006,43.65810028640412
282,2008-04-25,180.0,184.0,177.6,181.54,115.1909,5053415,85.4837,82.3542,-8.9144,1.6308,-3.0600,4.6908,64.6929,32.1389,82.7888,-29507007.9701,618942320.0000,52.0,False,45.0,42.559618819854194,48.2,48.85223541262652
283,2008-04-28,183.2,185.0,180.0,183.78,116.6122,3648765,83.8314,84.5335,-3.3179,2.6728,-1.9135,4.5862,66.9765,32.5991,78.8905,-27638841.7496,622591085.0000,43.0,False,45.33333333333333,50.33176833879553,46.800000000000004,48.20962216157546
284,2008-04-29,183.0,189.8,181.0,189.13,120.0069,8736005,85.5939,89.8940,-1.6117,3.4427,-0.8422,4.2849,66.6770,33.8204,91.0300,-20233087.6320,631327090.0000,54.0,False,40.33333333333333,35.4264335254269,48.400000000000006,49.74961680675065
285,2008-04-30,188.94,189.98,180.4,184.71,117.2024,8709525,85.5810,82.3155,-14.8242,4.4805,0.2223,4.2582,70.9619,34.6675,74.5339,-21105836.4030,622617565.0000,42.0,False,46.33333333333333,46.19283101967764,46.4,47.969943545066855
286,2008-05-02,187.0,193.94,185.2,187.13,118.7379,3301870,81.4454,72.1269,-19.9239,5.0878,1.1954,3.8924,67.7983,36.0833,118.0349,-22949438.2407,625919435.0000,43.0,False,42.33333333333333,42.18632372322584,44.8,45.321417342564445
287,2008-05-05,187.8,193.98,184.8,189.35,120.1465,5627640,72.3150,62.5026,-14.9499,5.5695,2.0702,3.4992,68.4429,37.1707,113.5481,-22998472.9231,631547075.0000,66.0,False,46.666666666666664,45.19337104826975,45.00000000000001,43.88856690811904
288,2008-05-06,189.0,190.98,186.42,189.62,120.3178,7518855,66.3319,64.3661,-21.8437,5.9791,2.8520,3.1271,69.4618,38.1495,89.8086,-19964554.2405,639065930.0000,51.0,False,46.666666666666664,41.42648733621916,46.800000000000004,45.45142442490288
289,2008-05-07,189.6,189.6,180.25,181.49,115.1592,7682275,58.2681,47.9355,-62.5751,6.2797,3.5375,2.7422,69.9999,36.1957,-14.5873,-25609170.7810,631383655.0000,52.0,False,56.33333333333333,58.783529589060656,48.6,47.174147782427106
290,2008-05-08,174.8,181.2,171.2,172.64,109.5437,6794655,46.6835,27.7489,-93.6787,5.2631,3.8827,1.3804,47.2033,33.5518,-164.2368,-30446962.4231,624589000.0000,41.0,False,47.99999999999999,49.443958653460015,46.6,44.94700127463117
291,2008-05-09,171.4,175.0,166.4,167.17,106.0728,7531760,27.2442,6.0482,-97.2081,4.1354,3.9332,0.2022,43.5806,32.2872,-189.2498,-36630005.8461,617057240.0000,46.0,False,46.33333333333333,47.50290291774143,51.20000000000001,53.803674102987046
292,2008-05-12,168.8,176.56,164.0,175.44,111.3203,8558135,16.9896,17.1717,-61.8412,2.9973,3.7460,-0.7487,40.9126,31.6571,-113.0934,-29598157.2305,625615375.0000,50.0,False,40.666666666666664,39.00710113583618,41.800000000000004,41.644461674962606
293,2008-05-13,177.3,180.78,172.45,173.84,110.3051,6708675,17.0323,27.8771,-67.1781,2.7496,3.5467,-0.7972,51.6618,29.6854,-57.2876,-34067924.8350,618906700.0000,49.0,False,44.33333333333333,41.70999001988368,43.400000000000006,42.73991096074439
294,2008-05-14,173.0,175.5,170.6,172.5,109.4548,5498745,29.4893,43.4193,-71.6478,2.1811,3.2736,-1.0925,46.8692,28.3644,-68.0968,-35302345.2225,613407955.0000,42.0,False,47.0,48.202214328474724,42.6,41.35775991792505
295,2008-05-15,173.59,179.96,173.59,178.72,113.4016,5241255,43.2743,58.5265,-50.9006,1.7579,2.9705,-1.2125,47.6101,25.7633,-19.0820,-32101647.9696,618649210.0000,50.0,False,47.0,47.03595252319636,45.0,43.68005776276799
296,2008-05-16,180.0,183.58,178.4,180.01,114.2201,4259275,58.3052,72.9697,-46.5977,1.9177,2.7599,-0.8422,55.1591,23.9605,24.7362,-33713267.9817,622908485.0000,54.0,False,48.666666666666664,46.69345176445816,49.0,48.7104546774277
297,2008-05-20,179.8,179.8,170.2,173.87,110.3241,5023125,65.7120,65.6398,-63.4174,2.0051,2.6089,-0.6039,54.8849,22.9324,-35.8650,-34895799.8188,617885360.0000,37.0,False,41.66666666666666,41.50002690539613,44.0,45.327965923875915
298,2008-05-21,171.02,175.0,170.26,173.95,110.3749,5287345,61.4502,45.7410,-61.1328,1.3503,2.3572,-1.0069,44.1747,22.0071,-50.8715,-31950953.6609,623172705.0000,25.0,False,37.33333333333333,41.34836040501333,38.2,39.55741684308369
299,2008-05-22,173.0,173.0,164.62,165.72,108.9094,7040190,43.9333,20.4192,-91.2155,0.9798,2.0817,-1.1019,46.7771,22.4209,-143.9975,-37142874.7777,616132515.0000,43.0,False,35.0,34.4315917107331,38.6,39.375788008336635
300,2008-05-23,167.0,168.4,159.2,159.89,105.0779,4864695,26.1266,12.2196,-97.1698,0.1998,1.7053,-1.5056,40.4310,23.7799,-180.7769,-41277863.1747,611267820.0000,44.0,False,37.33333333333333,34.06967668422408,39.8,40.45085111318688
301,2008-05-26,158.0,158.0,151.06,152.58,100.2739,4528385,12.4263,4.6402,-95.3259,-1.1316,1.1379,-2.2696,32.9751,26.1696,-197.4076,-43822628.1949,606739435.0000,53.0,False,31.666666666666664,29.154488701935833,36.4,37.480883298607445
302,2008-05-27,154.0,156.0,146.05,147.75,97.0997,7206045,7.1745,4.6637,-95.4703,-2.4809,0.4142,-2.8951,30.2228,28.9002,-152.6892,-48566309.6621,599533390.0000,32.0,False,31.666666666666664,27.308544996864075,34.2,34.65875591648067
303,2008-05-28,149.6,163.28,148.0,162.04,106.4909,10595885,10.9339,23.4977,-57.3941,-3.8608,-0.4408,-3.4199,27.4250,29.0281,-70.0931,-39690184.0646,610129275.0000,44.0,False,42.99999999999999,44.87197289087891,34.2,32.005605173277196
304,2008-05-29,163.0,165.8,155.05,156.6,102.9158,7768755,21.8769,37.4693,-71.8891,-3.8289,-1.1184,-2.7105,44.7361,28.4250,-48.1905,-45218642.5891,602360520.0000,53.0,False,43.0,39.599148816364774,38.400000000000006,34.4022623837324
305,2008-05-30,159.79,160.9,149.09,158.65,104.263,13104250,39.2482,56.7777,-66.4269,-4.0164,-1.6980,-2.3184,42.0655,28.8572,-58.4282,-37107545.4245,615464770.0000,55.0,False,50.66666666666666,48.814323926950806,47.400000000000006,46.46540769420889
306,2008-06-02,155.0,161.45,148.04,149.87,98.4929,6234105,45.8982,43.4476,-88.6815,-4.4996,-2.2583,-2.2413,38.2768,29.4088,-73.6990,-41640170.7503,609230665.0000,48.0,False,45.33333333333333,49.12955401032081,48.800000000000004,50.81736438309416
307,2008-06-03,148.0,153.34,144.45,151.48,99.551,6517185,46.3047,38.6888,-76.9885,-5.3853,-2.8837,-2.5016,33.3932,30.4574,-97.6331,-37850087.0920,615747850.0000,62.0,False,44.0,37.44004195771486,50.6,51.223896906287635
308,2008-06-04,151.4,155.34,145.64,147.36,96.8434,6448785,34.7009,21.9664,-89.8073,-5.7467,-3.4563,-2.2903,37.6840,30.7086,-91.7765,-42011876.9315,609299065.0000,46.0,False,52.0,51.928094953607285,48.800000000000004,49.12493113787745
309,2008-06-05,147.36,155.46,144.65,154.18,101.3254,7198200,31.7509,34.5975,-59.3737,-6.2866,-4.0224,-2.2642,34.7302,31.1124,-52.4882,-36518355.1359,616497265.0000,42.0,False,50.0,53.35839136398708,44.0,41.59476530264499
310,2008-06-06,158.0,158.0,151.2,152.11,99.965,6678345,31.7351,38.6414,-64.1218,-5.7891,-4.3757,-1.4134,46.9082,30.5291,7.9377,-41409253.6705,609818920.0000,53.0,False,47.0,46.07548251970693,50.2,50.695749118920844
311,2008-06-09,149.0,149.96,137.0,140.62,92.4139,9781085,37.6943,39.8441,-87.4306,-6.0514,-4.7109,-1.3405,39.9098,32.2743,-176.6305,-45726224.5239,600037835.0000,50.0,False,44.666666666666664,44.088443301818245,45.8,45.69308649314957
312,2008-06-10,142.02,143.77,134.2,136.3,89.5749,7946910,34.0641,23.7068,-93.3544,-6.7447,-5.1176,-1.6271,35.3633,34.1696,-176.0134,-50185455.0098,592090925.0000,52.0,False,47.0,44.8013631448395,47.800000000000004,47.88252416074432
313,2008-06-11,137.0,141.77,136.7,141.16,92.7688,4550100,27.3287,18.4351,-77.9747,-7.6115,-5.6164,-1.9951,32.4126,35.8754,-114.5967,-46730249.3561,596641025.0000,34.0,False,45.33333333333333,47.63321219982344,44.0,44.26206720183355
314,2008-06-12,139.6,144.0,135.0,142.87,93.8926,6557125,22.3246,24.8319,-68.1835,-7.9965,-6.0924,-1.9041,35.5093,36.5363,-79.3534,-41819698.5863,603198150.0000,46.0,False,44.0,45.35253171771194,44.2,44.16652625509817
315,2008-06-13,146.0,147.98,140.0,140.9,92.5979,7637070,26.4429,36.0616,-75.4129,-7.6964,-6.4132,-1.2832,42.6907,35.6655,-39.9152,-47734131.8387,595561080.0000,31.0,False,37.0,37.12737945894443,42.6,44.721545237519344
316,2008-06-16,142.0,147.96,142.0,147.15,96.7054,9110270,39.5110,57.6393,-45.5883,-7.6927,-6.6691,-1.0236,39.6264,34.8818,4.1278,-41100180.1160,604671350.0000,53.0,False,37.33333333333333,36.1703793071847,37.800000000000004,38.1360522476989
317,2008-06-17,147.4,160.6,145.43,158.9,104.4273,10982725,56.7724,76.6162,-6.4394,-7.1713,-6.7696,-0.4018,45.4949,32.2845,116.4686,-32578990.8171,615654075.0000,49.0,False,40.0,34.52789142014872,38.400000000000006,36.24464338179517
318,2008-06-18,159.0,160.8,148.24,150.1,98.6441,15260880,72.0700,81.9544,-40.2255,-5.7558,-6.5668,0.8110,55.7592,29.9927,80.2505,-43319925.5017,600393195.0000,39.0,False,47.0,49.16268433196414,40.0,38.64666119369941
319,2008-06-19,148.0,148.6,142.4,143.62,94.3855,10563620,71.6669,56.4301,-64.5865,-5.4587,-6.3452,0.8865,46.5273,27.5904,-10.3183,-49726254.5275,589829575.0000,45.0,False,44.33333333333333,45.182746249911624,40.8,38.43445605363807
320,2008-06-20,143.6,146.78,138.82,140.74,92.4928,15450330,55.5355,28.2221,-75.4135,-5.5147,-6.1791,0.6644,43.3382,26.2482,-38.1239,-57723159.2730,574379245.0000,35.0,False,39.666666666666664,40.097880421407595,44.2,46.177223252833876
321,2008-06-23,140.0,141.8,134.0,139.43,91.6319,9577325,33.3730,15.4667,-79.7388,-5.7829,-6.0998,0.3170,40.7962,26.0306,-84.4479,-53965923.3225,564801920.0000,47.0,False,34.666666666666664,33.441622669706845,36.8,37.60665024492694
322,2008-06-24,141.0,143.94,134.0,135.73,89.2003,7184750,18.5020,11.8172,-93.5448,-5.8473,-6.0493,0.2020,41.8489,25.1665,-91.5834,-58649750.5338,557617170.0000,50.0,False,39.33333333333333,34.39048100223054,37.8,36.07700461878114
323,2008-06-25,132.0,138.82,128.4,137.01,90.0415,13616080,16.7991,23.1134,-73.4259,-6.5491,-6.1493,-0.3998,35.5309,25.5073,-119.7769,-49764042.4043,571233250.0000,44.0,False,46.99999999999999,47.36261648747795,39.6,37.409357818167734
324,2008-06-26,138.0,141.0,133.0,135.64,89.1411,9903815,21.4735,29.4899,-77.6543,-6.5457,-6.2286,-0.3171,42.0154,25.1027,-84.0487,-53131341.9803,561329435.0000,43.0,False,45.66666666666666,46.85255862310808,41.00000000000001,38.6080063259948
325,2008-06-27,132.0,132.0,123.4,125.72,82.6218,12046395,27.9021,31.1031,-93.7968,-6.9471,-6.3723,-0.5748,37.7918,26.4116,-146.2228,-58678287.9447,549283040.0000,46.0,False,44.33333333333333,44.065451560733194,46.0,46.46039575356102
326,2008-06-30,125.0,127.0,117.24,121.01,79.5265,11179920,27.3983,21.6019,-91.3453,-7.7408,-6.6460,-1.0948,33.4349,28.4046,-150.7342,-61221254.1572,538103120.0000,54.0,False,47.0,46.55246387322576,46.0,45.374901098178654
327,2008-07-01,122.0,122.0,116.0,118.77,78.0543,9449995,21.6233,12.1650,-93.8170,-8.5137,-7.0195,-1.4942,31.6949,30.3519,-139.5428,-61945763.2239,528653125.0000,67.0,False,53.0,48.31852214504555,50.800000000000004,48.78665074221479
328,2008-07-02,119.46,129.0,113.66,126.89,83.3907,10781475,19.4323,24.5302,-62.1351,-9.2249,-7.4606,-1.7643,30.2157,29.8522,-79.4381,-54130250.2791,539434600.0000,75.0,False,65.33333333333333,61.906344702083274,56.6,52.885601369226336
329,2008-07-03,125.57,127.0,112.6,116.04,76.2602,12157755,20.8098,25.7342,-89.9356,-9.1895,-7.8064,-1.3832,37.9555,29.5890,-94.4265,-60479295.8535,527276845.0000,49.0,False,63.66666666666666,66.10374006768274,56.60000000000001,53.98921091720331
330,2008-07-04,115.8,122.98,112.44,120.09,78.9218,10910840,29.2346,37.4394,-75.7143,-9.8365,-8.2124,-1.6241,31.7074,29.3825,-80.7157,-55551833.6493,538187685.0000,37.0,False,53.66666666666666,59.93260548873683,56.4,58.41650248671875
331,2008-07-07,118.0,126.62,117.68,120.79,79.3819,8511535,33.7635,38.1168,-73.4921,-10.0558,-8.5811,-1.4747,34.4089,27.9798,-42.6795,-58141473.0165,546699220.0000,58.0,False,49.33333333333333,48.61791543395895,46.800000000000004,46.04074733233667
332,2008-07-08,118.0,124.58,113.3,121.39,79.7762,9894800,41.9259,50.2214,-68.6625,-10.1130,-8.8875,-1.2255,34.4089,27.6750,-55.0260,-53843205.7262,556594020.0000,56.0,False,50.99999999999999,48.00422512349087,48.2,45.998599426579126
333,2008-07-09,125.0,135.0,124.05,133.82,87.945,11953780,51.5836,66.4127,-25.1400,-9.4842,-9.0068,-0.4774,43.2302,25.2905,103.1901,-44465750.9478,568547800.0000,64.0,False,59.33333333333333,58.50355056791809,53.60000000000001,51.63379991960732
334,2008-07-10,133.0,137.57,127.6,135.69,89.174,10404950,65.6930,80.4448,-7.4811,-8.2452,-8.8545,0.6093,51.5112,23.7152,159.0505,-37984841.1417,578952750.0000,80.0,False,66.66666666666666,62.929336443168324,59.400000000000006,55.12128619466123
335,2008-07-11,134.02,140.0,130.02,133.05,87.439,17444255,77.9812,87.0862,-25.2177,-7.0992,-8.5034,1.4042,52.4929,22.8283,128.4260,-44836692.0554,561508495.0000,51.0,False,65.0,66.49292576955996,61.80000000000001,61.0687499086591
336,2008-07-14,133.0,138.2,125.12,126.87,83.3776,26102490,79.9895,72.4376,-47.6415,-6.2018,-8.0431,1.8413,51.3380,20.6954,58.3415,-63954567.6129,535406005.0000,60.0,False,46.0,45.70278126246298,53.800000000000004,57.58562577882412
337,2008-07-15,125.4,125.4,115.26,119.42,78.4815,25507360,68.9089,47.2030,-74.6735,-6.0343,-7.6413,1.6070,43.4279,20.5693,-58.5611,-68532831.8396,509898645.0000,64.0,False,49.666666666666664,43.018481205955496,50.60000000000001,49.394562220837166
338,2008-07-16,120.0,121.8,116.2,116.89,76.8188,15732200,48.1277,24.7424,-83.8534,-6.2651,-7.3661,1.1010,38.7181,20.4558,-68.3210,-80388161.1847,494166445.0000,51.0,False,58.33333333333333,59.55187003384136,50.60000000000001,48.938577086644194
339,2008-07-17,123.96,128.38,119.2,127.09,83.5221,24378020,31.8952,23.7402,-46.8433,-6.0586,-7.1046,1.0460,43.6937,18.6189,-3.8709,-62861521.9683,518544465.0000,55.0,False,56.66666666666666,58.32953997662689,51.0,48.013131198835985
340,2008-07-18,128.86,140.0,128.2,137.12,90.1137,17510465,32.0236,47.5882,-10.7865,-5.4369,-6.7711,1.3342,49.3479,18.8124,92.3074,-53898550.8549,536054930.0000,61.0,False,55.66666666666666,54.09202077513247,58.2,58.655271431925684
341,2008-07-21,139.0,140.8,134.66,139.48,91.6647,13301175,49.4437,77.0026,-4.8000,-4.0789,-6.2326,2.1537,58.8493,19.1191,104.4815,-46316479.1017,549356105.0000,67.0,False,49.0,46.226447559120814,52.6,53.04961571192898
342,2008-07-22,139.0,148.96,137.4,147.01,96.6133,18384215,72.3345,92.4127,-5.7864,-2.9685,-5.5798,2.6113,58.8493,20.6373,145.4939,-34134582.3622,567740320.0000,46.0,False,49.0,46.37334890742062,50.800000000000004,51.469200488045715
343,2008-07-23,151.11,160.4,150.4,152.73,100.3725,16014820,86.5010,90.0876,-16.9916,-1.0987,-4.6836,3.5849,67.7647,23.3079,175.4301,-42686489.8363,583755140.0000,47.0,False,53.33333333333333,56.82241193539458,48.0,47.16550105277588
344,2008-07-24,153.0,159.36,148.4,152.06,99.9322,15729165,88.5590,83.1768,-18.4758,0.5296,-3.6410,4.1705,68.9319,25.1644,121.4829,-47910404.8274,568025975.0000,60.0,False,51.0,48.915728010880365,50.800000000000004,49.093243107460246
345,2008-07-25,143.54,148.4,141.2,142.57,93.6954,11082795,78.4452,62.0711,-39.4993,1.0446,-2.7039,3.7484,57.3774,25.0005,48.6842,-54775548.0762,556943180.0000,54.0,False,53.666666666666664,52.2978125769214,54.8,55.661122245254155
346,2008-07-28,126.8,143.94,126.8,139.46,91.6516,15375255,64.2502,47.5028,-46.3890,0.1008,-2.1429,2.2437,43.1548,22.9052,-1.5602,-47437757.4336,541567925.0000,51.0,False,45.33333333333333,44.58196291076259,50.0,51.77542280719475
347,2008-07-29,136.0,137.4,123.02,123.94,81.452,23506465,44.3991,23.6234,-82.4887,0.0941,-1.6955,1.7896,50.6280,21.6060,-70.3792,-67936424.1242,518061460.0000,59.0,False,50.0,46.91930548419459,49.8,49.32538311917634
348,2008-07-30,124.81,137.98,124.81,135.85,89.2791,21863800,32.0915,25.1484,-59.5874,-0.8048,-1.5174,0.7126,42.9900,20.3233,-53.8101,-53144709.5356,539925260.0000,54.0,False,54.666666666666664,54.01653825542553,49.8,47.99767311174485
349,2008-07-31,136.0,136.99,129.02,130.78,85.9472,13695970,23.8508,22.7807,-79.2402,-0.6073,-1.3354,0.7281,51.1745,19.1689,-70.5641,-60791787.2657,526229290.0000,77.0,False,63.33333333333333,60.817847589472755,56.2,52.49871162644684
350,2008-08-01,130.0,136.8,125.0,135.98,89.3645,17893810,30.1798,42.6103,-65.3291,-0.9243,-1.2531,0.3289,47.1424,18.8697,-63.4892,-45384934.1685,544123100.0000,63.0,False,64.66666666666666,62.74241888055809,60.8,58.67183005049066
351,2008-08-04,136.0,142.96,134.04,141.21,92.8017,16348105,42.2136,61.2497,-51.3376,-0.6834,-1.1392,0.4558,51.3974,17.1909,-3.8368,-35451434.2913,560471205.0000,75.0,False,61.0,58.31136719841711,64.6,65.78176753527495
352,2008-08-05,141.8,154.6,139.97,152.11,99.965,22491705,61.8217,81.6051,-22.1776,-0.0243,-0.9162,0.8919,55.2652,17.3360,72.4865,-20615838.4872,582962910.0000,100.0,False,75.66666666666666,68.00904408636615,69.2,65.21867103126382
353,2008-08-06,155.0,160.36,147.0,148.61,97.6648,21401295,75.3556,83.2118,-31.4676,1.5454,-0.4239,1.9693,62.7595,18.2836,104.6344,-36859034.1201,561561615.0000,80.0,False,85.0,83.61151575909169,72.6,67.78769229918547
354,2008-08-07,148.61,153.32,147.3,149.31,98.1249,10563655,80.1792,75.7206,-29.5929,2.2479,0.1105,2.1374,57.5718,19.1364,94.8355,-40368576.2884,572125270.0000,90.0,False,90.0,91.99284505337157,79.4,75.01342112379632
355,2008-08-08,149.99,153.34,141.25,147.03,96.6265,22692550,73.5191,61.6248,-35.6990,2.8827,0.6649,2.2178,58.3970,18.4429,63.0929,-41363366.2052,549432720.0000,64.0,False,78.0,80.09077928557143,81.8,82.91842633290993
356,2008-08-11,153.76,153.76,150.0,151.92,99.8401,12037000,65.4164,58.9037,-22.6031,3.6480,1.2615,2.3865,60.7162,17.8962,81.6319,-41107256.2803,561469720.0000,49.0,False,48.66666666666666,52.47920971568745,60.0,65.97642183468164
357,2008-08-12,152.0,152.9,143.07,144.11,94.7075,13856510,53.8348,40.9757,-45.7103,4.0656,1.8223,2.2432,59.0098,16.3798,30.3669,-52031781.2714,547613210.0000,54.0,False,44.0,39.80201079501616,52.8,55.047288980895914
358,2008-08-13,143.0,146.37,139.8,145.02,95.3055,19504310,45.6227,36.9886,-43.3823,3.6285,2.1836,1.4449,50.8846,15.6758,-8.1955,-40542897.4580,567117520.0000,53.0,False,51.99999999999999,51.28127432149588,50.6,51.24993354194448
359,2008-08-14,145.02,145.16,137.26,140.0,92.0065,21456735,33.6508,22.9882,-57.5792,3.4058,2.4280,0.9778,52.5152,15.5445,-60.7890,-47115709.8741,545660785.0000,52.0,False,53.0,53.32015666782981,47.4,44.6676773566254
360,2008-08-18,139.6,142.5,135.01,138.5,91.0207,16943130,28.0603,24.2040,-83.0547,2.7602,2.4944,0.2657,47.7856,15.8690,-114.6594,-48269368.8616,528717655.0000,66.0,False,58.666666666666664,57.248845460821485,52.0,49.81284192391902
361,2008-08-19,137.0,138.18,134.04,135.96,89.3514,12688850,20.7752,15.1333,-92.7051,2.0155,2.3987,-0.3832,45.5969,16.3573,-137.5390,-49188764.9274,516028805.0000,56.0,False,58.666666666666664,58.058998075073674,52.800000000000004,49.64783633500378
362,2008-08-20,135.6,138.96,133.62,134.76,88.5628,12436050,17.3052,12.5783,-95.7367,1.2974,2.1784,-0.8810,44.3807,16.5416,-107.5081,-56315052.7021,503592755.0000,44.0,False,55.33333333333333,58.82891923184637,55.2,56.02887908870717
363,2008-08-21,134.0,134.4,129.0,129.82,85.3163,9974100,11.9256,8.0653,-96.6882,0.5923,1.8612,-1.2689,42.9267,17.7063,-129.7574,-63259952.3664,493618655.0000,55.0,False,51.66666666666666,52.127325648152166,55.0,55.923030760159385
364,2008-08-22,129.0,136.64,127.3,135.97,89.358,15792320,14.7762,23.6850,-67.2336,-0.3657,1.4158,-1.7815,38.5424,17.9633,-86.7953,-49733334.1537,509410975.0000,45.0,False,48.0,47.56547846612933,53.2,55.44276385935434
365,2008-08-25,141.0,142.94,136.42,137.12,90.1137,11869760,24.4614,41.6338,-62.8874,-0.1548,1.1017,-1.2565,51.6979,16.2498,-11.7131,-59054385.1681,521280735.0000,48.0,False,38.33333333333333,37.69632777680346,43.00000000000001,44.907784319783644
366,2008-08-26,136.0,136.7,132.43,135.93,89.3317,16982365,41.2181,58.3354,-66.2891,-0.3867,0.8040,-1.1907,47.0365,15.7208,-52.9268,-48196833.6247,504298370.0000,58.0,False,44.0,38.72066862903409,43.6,42.38349072716186
367,2008-08-27,137.6,138.88,134.64,135.47,89.0294,13055045,52.2347,56.7348,-57.1578,-0.4363,0.5560,-0.9923,48.6818,14.5967,-14.7956,-56140700.2631,491243325.0000,49.0,False,51.66666666666666,51.25828258041083,44.400000000000006,42.096538485682295
368,2008-08-28,136.0,136.7,133.2,134.11,88.1356,10836080,55.1300,50.3197,-61.8701,-0.5979,0.3252,-0.9231,47.0576,13.9776,-44.2597,-61341993.8949,480407245.0000,45.0,False,50.666666666666664,52.81302862659749,45.2,42.864186180997976
369,2008-08-29,137.0,145.38,136.4,144.68,95.0821,19076130,56.8376,63.4582,-3.8717,-0.6378,0.1326,-0.7704,48.2564,14.0792,177.1192,-45239918.1391,499483375.0000,51.0,False,48.33333333333333,48.1438639035777,50.2,50.50531178194075
370,2008-09-01,144.01,145.95,139.63,144.58,95.0164,15530580,63.2597,76.0012,-7.3458,-0.1027,0.0855,-0.1882,56.0143,14.3024,155.8573,-36442516.5820,483952795.0000,50.0,False,50.666666666666664,51.81009880345993,49.60000000000001,49.23378634736854
371,2008-09-02,146.4,154.32,145.3,151.97,99.873,24059335,76.8570,91.1115,-8.6973,0.5084,0.1701,0.3383,58.3783,16.1930,184.3071,-24919668.6182,508012130.0000,56.0,False,50.66666666666666,49.09202077513247,51.800000000000004,51.69084724011223
372,2008-09-04,152.0,152.0,146.06,146.84,96.5016,20732740,82.7402,81.1078,-27.6832,1.4281,0.4217,1.0064,63.4872,17.8945,110.6545,-40207462.3927,487279390.0000,66.0,False,52.33333333333333,51.41212363217001,50.60000000000001,49.51629024423785
373,2008-09-05,146.0,146.0,136.81,137.45,90.3306,30080985,75.1082,53.1053,-62.4353,1.6538,0.6681,0.9857,55.3928,16.5490,-2.4864,-66098720.2699,457198405.0000,64.0,False,55.0,49.92646043082302,54.2,52.567919073577876
374,2008-09-08,139.0,146.8,139.0,142.25,93.4851,22302315,56.0166,33.8369,-55.1393,1.2533,0.7852,0.4682,47.5364,15.5323,23.4990,-69815779.9181,479500720.0000,45.0,False,47.33333333333333,49.940354274749666,54.4,57.70534626727755
